ID;Year;Which contest;Edition;Jury or televoting;From;To;Points;Is duplicate
3819;1985;f;1985f;J;Italy;Norway;6;0
3820;1985;f;1985f;J;Italy;Portugal;0;0
3821;1985;f;1985f;J;Italy;Spain;0;0
3822;1985;f;1985f;J;Italy;Sweden;4;0
3823;1985;f;1985f;J;Italy;Switzerland;0;0
3824;1985;f;1985f;J;Italy;Turkey;0;0
3825;1985;f;1985f;J;Italy;United Kingdom;8;0
3826;1985;f;1985f;J;Luxembourg;Austria;4;0
3827;1985;f;1985f;J;Luxembourg;Belgium;0;0
3828;1985;f;1985f;J;Luxembourg;Cyprus;0;0
3829;1985;f;1985f;J;Luxembourg;Denmark;0;0
3830;1985;f;1985f;J;Luxembourg;Finland;0;0
3831;1985;f;1985f;J;Luxembourg;France;3;0
3832;1985;f;1985f;J;Luxembourg;Germany;10;0
3833;1985;f;1985f;J;Luxembourg;Greece;0;0
3834;1985;f;1985f;J;Luxembourg;Ireland;0;0
3835;1985;f;1985f;J;Luxembourg;Israel;6;0
3836;1985;f;1985f;J;Luxembourg;Italy;12;0
3837;1985;f;1985f;J;Luxembourg;Luxembourg;0;1
3838;1985;f;1985f;J;Luxembourg;Norway;7;0
3839;1985;f;1985f;J;Luxembourg;Portugal;0;0
3840;1985;f;1985f;J;Luxembourg;Spain;1;0
3841;1985;f;1985f;J;Luxembourg;Sweden;5;0
3842;1985;f;1985f;J;Luxembourg;Switzerland;2;0
3843;1985;f;1985f;J;Luxembourg;Turkey;0;0
3844;1985;f;1985f;J;Luxembourg;United Kingdom;8;0
3845;1985;f;1985f;J;Norway;Austria;2;0
3846;1985;f;1985f;J;Norway;Belgium;0;0
3847;1985;f;1985f;J;Norway;Cyprus;0;0
3848;1985;f;1985f;J;Norway;Denmark;6;0
3849;1985;f;1985f;J;Norway;Finland;0;0
3850;1985;f;1985f;J;Norway;France;0;0
3851;1985;f;1985f;J;Norway;Germany;8;0
3852;1985;f;1985f;J;Norway;Greece;0;0
3853;1985;f;1985f;J;Norway;Ireland;3;0
3854;1985;f;1985f;J;Norway;Israel;10;0
3855;1985;f;1985f;J;Norway;Italy;0;0
3856;1985;f;1985f;J;Norway;Luxembourg;4;0
3857;1985;f;1985f;J;Norway;Norway;0;1
3858;1985;f;1985f;J;Norway;Portugal;0;0
3859;1985;f;1985f;J;Norway;Spain;0;0
3860;1985;f;1985f;J;Norway;Sweden;12;0
3861;1985;f;1985f;J;Norway;Switzerland;5;0
3862;1985;f;1985f;J;Norway;Turkey;1;0
3863;1985;f;1985f;J;Norway;United Kingdom;7;0
3864;1985;f;1985f;J;Portugal;Austria;0;0
3865;1985;f;1985f;J;Portugal;Belgium;0;0
3866;1985;f;1985f;J;Portugal;Cyprus;0;0
3867;1985;f;1985f;J;Portugal;Denmark;1;0
3868;1985;f;1985f;J;Portugal;Finland;0;0
3869;1985;f;1985f;J;Portugal;France;3;0
3870;1985;f;1985f;J;Portugal;Germany;7;0
3871;1985;f;1985f;J;Portugal;Greece;0;0
3872;1985;f;1985f;J;Portugal;Ireland;8;0
3873;1985;f;1985f;J;Portugal;Israel;5;0
3874;1985;f;1985f;J;Portugal;Italy;12;0
3875;1985;f;1985f;J;Portugal;Luxembourg;10;0
3876;1985;f;1985f;J;Portugal;Norway;0;0
3877;1985;f;1985f;J;Portugal;Portugal;0;1
3878;1985;f;1985f;J;Portugal;Spain;2;0
3879;1985;f;1985f;J;Portugal;Sweden;0;0
3880;1985;f;1985f;J;Portugal;Switzerland;4;0
3881;1985;f;1985f;J;Portugal;Turkey;0;0
3882;1985;f;1985f;J;Portugal;United Kingdom;6;0
3883;1985;f;1985f;J;Spain;Austria;0;0
3884;1985;f;1985f;J;Spain;Belgium;0;0
3885;1985;f;1985f;J;Spain;Cyprus;0;0
3886;1985;f;1985f;J;Spain;Denmark;0;0
3887;1985;f;1985f;J;Spain;Finland;6;0
3888;1985;f;1985f;J;Spain;France;0;0
3889;1985;f;1985f;J;Spain;Germany;10;0
3890;1985;f;1985f;J;Spain;Greece;7;0
3891;1985;f;1985f;J;Spain;Ireland;4;0
3892;1985;f;1985f;J;Spain;Israel;8;0
3893;1985;f;1985f;J;Spain;Italy;12;0
3894;1985;f;1985f;J;Spain;Luxembourg;0;0
3895;1985;f;1985f;J;Spain;Norway;1;0
3896;1985;f;1985f;J;Spain;Portugal;0;0
3897;1985;f;1985f;J;Spain;Spain;0;1
3898;1985;f;1985f;J;Spain;Sweden;2;0
3899;1985;f;1985f;J;Spain;Switzerland;0;0
3900;1985;f;1985f;J;Spain;Turkey;3;0
3901;1985;f;1985f;J;Spain;United Kingdom;5;0
3902;1985;f;1985f;J;Sweden;Austria;3;0
3903;1985;f;1985f;J;Sweden;Belgium;0;0
3904;1985;f;1985f;J;Sweden;Cyprus;0;0
3905;1985;f;1985f;J;Sweden;Denmark;5;0
3906;1985;f;1985f;J;Sweden;Finland;10;0
3907;1985;f;1985f;J;Sweden;France;6;0
3908;1985;f;1985f;J;Sweden;Germany;8;0
3909;1985;f;1985f;J;Sweden;Greece;0;0
3910;1985;f;1985f;J;Sweden;Ireland;7;0
3911;1985;f;1985f;J;Sweden;Israel;2;0
3912;1985;f;1985f;J;Sweden;Italy;0;0
3913;1985;f;1985f;J;Sweden;Luxembourg;0;0
3914;1985;f;1985f;J;Sweden;Norway;12;0
3915;1985;f;1985f;J;Sweden;Portugal;0;0
3916;1985;f;1985f;J;Sweden;Spain;0;0
3917;1985;f;1985f;J;Sweden;Sweden;0;1
3918;1985;f;1985f;J;Sweden;Switzerland;1;0
3919;1985;f;1985f;J;Sweden;Turkey;0;0
3920;1985;f;1985f;J;Sweden;United Kingdom;4;0
3921;1985;f;1985f;J;Switzerland;Austria;1;0
3922;1985;f;1985f;J;Switzerland;Belgium;0;0
3923;1985;f;1985f;J;Switzerland;Cyprus;3;0
3924;1985;f;1985f;J;Switzerland;Denmark;0;0
3925;1985;f;1985f;J;Switzerland;Finland;2;0
3926;1985;f;1985f;J;Switzerland;France;4;0
3927;1985;f;1985f;J;Switzerland;Germany;0;0
3928;1985;f;1985f;J;Switzerland;Greece;0;0
3929;1985;f;1985f;J;Switzerland;Ireland;5;0
3930;1985;f;1985f;J;Switzerland;Israel;7;0
3931;1985;f;1985f;J;Switzerland;Italy;0;0
3932;1985;f;1985f;J;Switzerland;Luxembourg;0;0
3933;1985;f;1985f;J;Switzerland;Norway;6;0
3934;1985;f;1985f;J;Switzerland;Portugal;0;0
3935;1985;f;1985f;J;Switzerland;Spain;0;0
3936;1985;f;1985f;J;Switzerland;Sweden;8;0
3937;1985;f;1985f;J;Switzerland;Switzerland;0;1
3938;1985;f;1985f;J;Switzerland;Turkey;12;0
3939;1985;f;1985f;J;Switzerland;United Kingdom;10;0
3940;1985;f;1985f;J;Turkey;Austria;0;0
3941;1985;f;1985f;J;Turkey;Belgium;7;0
3942;1985;f;1985f;J;Turkey;Cyprus;0;0
3943;1985;f;1985f;J;Turkey;Denmark;0;0
3944;1985;f;1985f;J;Turkey;Finland;3;0
3945;1985;f;1985f;J;Turkey;France;1;0
3946;1985;f;1985f;J;Turkey;Germany;0;0
3947;1985;f;1985f;J;Turkey;Greece;0;0
3948;1985;f;1985f;J;Turkey;Ireland;5;0
3949;1985;f;1985f;J;Turkey;Israel;0;0
3950;1985;f;1985f;J;Turkey;Italy;8;0
3951;1985;f;1985f;J;Turkey;Luxembourg;0;0
3952;1985;f;1985f;J;Turkey;Norway;0;0
3953;1985;f;1985f;J;Turkey;Portugal;2;0
3954;1985;f;1985f;J;Turkey;Spain;12;0
3955;1985;f;1985f;J;Turkey;Sweden;4;0
3956;1985;f;1985f;J;Turkey;Switzerland;6;0
3957;1985;f;1985f;J;Turkey;Turkey;0;1
3958;1985;f;1985f;J;Turkey;United Kingdom;10;0
3959;1985;f;1985f;J;United Kingdom;Austria;10;0
3960;1985;f;1985f;J;United Kingdom;Belgium;0;0
3961;1985;f;1985f;J;United Kingdom;Cyprus;0;0
3962;1985;f;1985f;J;United Kingdom;Denmark;0;0
3963;1985;f;1985f;J;United Kingdom;Finland;7;0
3964;1985;f;1985f;J;United Kingdom;France;2;0
3965;1985;f;1985f;J;United Kingdom;Germany;1;0
3966;1985;f;1985f;J;United Kingdom;Greece;0;0
3967;1985;f;1985f;J;United Kingdom;Ireland;3;0
3968;1985;f;1985f;J;United Kingdom;Israel;5;0
3969;1985;f;1985f;J;United Kingdom;Italy;0;0
3970;1985;f;1985f;J;United Kingdom;Luxembourg;0;0
3971;1985;f;1985f;J;United Kingdom;Norway;12;0
3972;1985;f;1985f;J;United Kingdom;Portugal;0;0
3973;1985;f;1985f;J;United Kingdom;Spain;4;0
3974;1985;f;1985f;J;United Kingdom;Sweden;6;0
3975;1985;f;1985f;J;United Kingdom;Switzerland;0;0
3976;1985;f;1985f;J;United Kingdom;Turkey;8;0
3977;1985;f;1985f;J;United Kingdom;United Kingdom;0;1
3978;1986;f;1986f;J;Austria;Austria;0;1
3979;1986;f;1986f;J;Austria;Belgium;6;0
3980;1986;f;1986f;J;Austria;Cyprus;0;0
3981;1986;f;1986f;J;Austria;Denmark;0;0
3982;1986;f;1986f;J;Austria;Finland;0;0
3983;1986;f;1986f;J;Austria;France;0;0
3984;1986;f;1986f;J;Austria;Germany;8;0
3985;1986;f;1986f;J;Austria;Iceland;0;0
3986;1986;f;1986f;J;Austria;Ireland;12;0
3987;1986;f;1986f;J;Austria;Israel;0;0
3988;1986;f;1986f;J;Austria;Luxembourg;10;0
3989;1986;f;1986f;J;Austria;Norway;0;0
3990;1986;f;1986f;J;Austria;Portugal;0;0
3991;1986;f;1986f;J;Austria;Spain;7;0
3992;1986;f;1986f;J;Austria;Sweden;5;0
3993;1986;f;1986f;J;Austria;Switzerland;4;0
3994;1986;f;1986f;J;Austria;Netherlands;0;0
3995;1986;f;1986f;J;Austria;Turkey;2;0
3996;1986;f;1986f;J;Austria;United Kingdom;3;0
3997;1986;f;1986f;J;Austria;Yugoslavia;1;0
3998;1986;f;1986f;J;Belgium;Austria;1;0
3999;1986;f;1986f;J;Belgium;Belgium;0;1
4000;1986;f;1986f;J;Belgium;Cyprus;0;0
4001;1986;f;1986f;J;Belgium;Denmark;0;0
4002;1986;f;1986f;J;Belgium;Finland;8;0
4003;1986;f;1986f;J;Belgium;France;0;0
4004;1986;f;1986f;J;Belgium;Germany;7;0
4005;1986;f;1986f;J;Belgium;Iceland;0;0
4006;1986;f;1986f;J;Belgium;Ireland;2;0
4007;1986;f;1986f;J;Belgium;Israel;0;0
4008;1986;f;1986f;J;Belgium;Luxembourg;10;0
4009;1986;f;1986f;J;Belgium;Norway;5;0
4010;1986;f;1986f;J;Belgium;Portugal;0;0
4011;1986;f;1986f;J;Belgium;Spain;3;0
4012;1986;f;1986f;J;Belgium;Sweden;0;0
4013;1986;f;1986f;J;Belgium;Switzerland;12;0
4014;1986;f;1986f;J;Belgium;Netherlands;0;0
4015;1986;f;1986f;J;Belgium;Turkey;6;0
4016;1986;f;1986f;J;Belgium;United Kingdom;0;0
4017;1986;f;1986f;J;Belgium;Yugoslavia;4;0
4018;1986;f;1986f;J;Cyprus;Austria;0;0
4019;1986;f;1986f;J;Cyprus;Belgium;10;0
4020;1986;f;1986f;J;Cyprus;Cyprus;0;1
4021;1986;f;1986f;J;Cyprus;Denmark;7;0
4022;1986;f;1986f;J;Cyprus;Finland;3;0
4023;1986;f;1986f;J;Cyprus;France;0;0
4024;1986;f;1986f;J;Cyprus;Germany;0;0
4025;1986;f;1986f;J;Cyprus;Iceland;4;0
4026;1986;f;1986f;J;Cyprus;Ireland;0;0
4027;1986;f;1986f;J;Cyprus;Israel;0;0
4028;1986;f;1986f;J;Cyprus;Luxembourg;8;0
4029;1986;f;1986f;J;Cyprus;Norway;6;0
4030;1986;f;1986f;J;Cyprus;Portugal;0;0
4031;1986;f;1986f;J;Cyprus;Spain;0;0
4032;1986;f;1986f;J;Cyprus;Sweden;0;0
4033;1986;f;1986f;J;Cyprus;Switzerland;5;0
4034;1986;f;1986f;J;Cyprus;Netherlands;1;0
4035;1986;f;1986f;J;Cyprus;Turkey;0;0
4036;1986;f;1986f;J;Cyprus;United Kingdom;2;0
4037;1986;f;1986f;J;Cyprus;Yugoslavia;12;0
4038;1986;f;1986f;J;Denmark;Austria;0;0
4039;1986;f;1986f;J;Denmark;Belgium;10;0
4040;1986;f;1986f;J;Denmark;Cyprus;0;0
4041;1986;f;1986f;J;Denmark;Denmark;0;1
4042;1986;f;1986f;J;Denmark;Finland;0;0
4043;1986;f;1986f;J;Denmark;France;0;0
4044;1986;f;1986f;J;Denmark;Germany;7;0
4045;1986;f;1986f;J;Denmark;Iceland;0;0
4046;1986;f;1986f;J;Denmark;Ireland;12;0
4047;1986;f;1986f;J;Denmark;Israel;0;0
4048;1986;f;1986f;J;Denmark;Luxembourg;2;0
4049;1986;f;1986f;J;Denmark;Norway;5;0
4050;1986;f;1986f;J;Denmark;Portugal;1;0
4051;1986;f;1986f;J;Denmark;Spain;3;0
4052;1986;f;1986f;J;Denmark;Sweden;6;0
4053;1986;f;1986f;J;Denmark;Switzerland;4;0
4054;1986;f;1986f;J;Denmark;Netherlands;0;0
4055;1986;f;1986f;J;Denmark;Turkey;0;0
4056;1986;f;1986f;J;Denmark;United Kingdom;8;0
4057;1986;f;1986f;J;Denmark;Yugoslavia;0;0
4058;1986;f;1986f;J;Finland;Austria;6;0
4059;1986;f;1986f;J;Finland;Belgium;12;0
4060;1986;f;1986f;J;Finland;Cyprus;0;0
4061;1986;f;1986f;J;Finland;Denmark;0;0
4062;1986;f;1986f;J;Finland;Finland;0;1
4063;1986;f;1986f;J;Finland;France;0;0
4064;1986;f;1986f;J;Finland;Germany;2;0
4065;1986;f;1986f;J;Finland;Iceland;0;0
4066;1986;f;1986f;J;Finland;Ireland;8;0
4067;1986;f;1986f;J;Finland;Israel;0;0
4068;1986;f;1986f;J;Finland;Luxembourg;4;0
4069;1986;f;1986f;J;Finland;Norway;0;0
4070;1986;f;1986f;J;Finland;Portugal;0;0
4071;1986;f;1986f;J;Finland;Spain;1;0
4072;1986;f;1986f;J;Finland;Sweden;5;0
4073;1986;f;1986f;J;Finland;Switzerland;7;0
4074;1986;f;1986f;J;Finland;Netherlands;3;0
4075;1986;f;1986f;J;Finland;Turkey;0;0
4076;1986;f;1986f;J;Finland;United Kingdom;10;0
4077;1986;f;1986f;J;Finland;Yugoslavia;0;0
4078;1986;f;1986f;J;France;Austria;0;0
4079;1986;f;1986f;J;France;Belgium;12;0
4080;1986;f;1986f;J;France;Cyprus;0;0
4081;1986;f;1986f;J;France;Denmark;5;0
4082;1986;f;1986f;J;France;Finland;0;0
4083;1986;f;1986f;J;France;France;0;1
4084;1986;f;1986f;J;France;Germany;0;0
4085;1986;f;1986f;J;France;Iceland;0;0
4086;1986;f;1986f;J;France;Ireland;3;0
4087;1986;f;1986f;J;France;Israel;1;0
4088;1986;f;1986f;J;France;Luxembourg;8;0
4089;1986;f;1986f;J;France;Norway;4;0
4090;1986;f;1986f;J;France;Portugal;0;0
4091;1986;f;1986f;J;France;Spain;6;0
4092;1986;f;1986f;J;France;Sweden;2;0
4093;1986;f;1986f;J;France;Switzerland;7;0
4094;1986;f;1986f;J;France;Netherlands;0;0
4095;1986;f;1986f;J;France;Turkey;0;0
4096;1986;f;1986f;J;France;United Kingdom;10;0
4097;1986;f;1986f;J;France;Yugoslavia;0;0
4098;1986;f;1986f;J;Germany;Austria;2;0
4099;1986;f;1986f;J;Germany;Belgium;1;0
4100;1986;f;1986f;J;Germany;Cyprus;0;0
4101;1986;f;1986f;J;Germany;Denmark;7;0
4102;1986;f;1986f;J;Germany;Finland;3;0
4103;1986;f;1986f;J;Germany;France;0;0
4104;1986;f;1986f;J;Germany;Germany;0;1
4105;1986;f;1986f;J;Germany;Iceland;0;0
4106;1986;f;1986f;J;Germany;Ireland;0;0
4107;1986;f;1986f;J;Germany;Israel;0;0
4108;1986;f;1986f;J;Germany;Luxembourg;12;0
4109;1986;f;1986f;J;Germany;Norway;6;0
4110;1986;f;1986f;J;Germany;Portugal;0;0
4111;1986;f;1986f;J;Germany;Spain;0;0
4112;1986;f;1986f;J;Germany;Sweden;4;0
4113;1986;f;1986f;J;Germany;Switzerland;0;0
4114;1986;f;1986f;J;Germany;Netherlands;10;0
4115;1986;f;1986f;J;Germany;Turkey;8;0
4116;1986;f;1986f;J;Germany;United Kingdom;5;0
4117;1986;f;1986f;J;Germany;Yugoslavia;0;0
4118;1986;f;1986f;J;Iceland;Austria;0;0
4119;1986;f;1986f;J;Iceland;Belgium;10;0
4120;1986;f;1986f;J;Iceland;Cyprus;0;0
4121;1986;f;1986f;J;Iceland;Denmark;7;0
4122;1986;f;1986f;J;Iceland;Finland;6;0
4123;1986;f;1986f;J;Iceland;France;0;0
4124;1986;f;1986f;J;Iceland;Germany;0;0
4125;1986;f;1986f;J;Iceland;Iceland;0;1
4126;1986;f;1986f;J;Iceland;Ireland;8;0
4127;1986;f;1986f;J;Iceland;Israel;0;0
4128;1986;f;1986f;J;Iceland;Luxembourg;1;0
4129;1986;f;1986f;J;Iceland;Norway;4;0
4130;1986;f;1986f;J;Iceland;Portugal;0;0
4131;1986;f;1986f;J;Iceland;Spain;2;0
4132;1986;f;1986f;J;Iceland;Sweden;12;0
4133;1986;f;1986f;J;Iceland;Switzerland;3;0
4134;1986;f;1986f;J;Iceland;Netherlands;0;0
4135;1986;f;1986f;J;Iceland;Turkey;0;0
4136;1986;f;1986f;J;Iceland;United Kingdom;0;0
4137;1986;f;1986f;J;Iceland;Yugoslavia;5;0
4138;1986;f;1986f;J;Ireland;Austria;2;0
4139;1986;f;1986f;J;Ireland;Belgium;12;0
4140;1986;f;1986f;J;Ireland;Cyprus;1;0
4141;1986;f;1986f;J;Ireland;Denmark;4;0
4142;1986;f;1986f;J;Ireland;Finland;0;0
4143;1986;f;1986f;J;Ireland;France;0;0
4144;1986;f;1986f;J;Ireland;Germany;8;0
4145;1986;f;1986f;J;Ireland;Iceland;0;0
4146;1986;f;1986f;J;Ireland;Ireland;0;1
4147;1986;f;1986f;J;Ireland;Israel;0;0
4148;1986;f;1986f;J;Ireland;Luxembourg;7;0
4149;1986;f;1986f;J;Ireland;Norway;6;0
4150;1986;f;1986f;J;Ireland;Portugal;0;0
4151;1986;f;1986f;J;Ireland;Spain;5;0
4152;1986;f;1986f;J;Ireland;Sweden;0;0
4153;1986;f;1986f;J;Ireland;Switzerland;10;0
4154;1986;f;1986f;J;Ireland;Netherlands;0;0
4155;1986;f;1986f;J;Ireland;Turkey;0;0
4156;1986;f;1986f;J;Ireland;United Kingdom;0;0
4157;1986;f;1986f;J;Ireland;Yugoslavia;3;0
4158;1986;f;1986f;J;Israel;Austria;0;0
4159;1986;f;1986f;J;Israel;Belgium;5;0
4160;1986;f;1986f;J;Israel;Cyprus;0;0
4161;1986;f;1986f;J;Israel;Denmark;10;0
4162;1986;f;1986f;J;Israel;Finland;0;0
4163;1986;f;1986f;J;Israel;France;0;0
4164;1986;f;1986f;J;Israel;Germany;0;0
4165;1986;f;1986f;J;Israel;Iceland;0;0
4166;1986;f;1986f;J;Israel;Ireland;6;0
4167;1986;f;1986f;J;Israel;Israel;0;1
4168;1986;f;1986f;J;Israel;Luxembourg;4;0
4169;1986;f;1986f;J;Israel;Norway;0;0
4170;1986;f;1986f;J;Israel;Portugal;7;0
4171;1986;f;1986f;J;Israel;Spain;0;0
4172;1986;f;1986f;J;Israel;Sweden;0;0
4173;1986;f;1986f;J;Israel;Switzerland;12;0
4174;1986;f;1986f;J;Israel;Netherlands;8;0
4175;1986;f;1986f;J;Israel;Turkey;3;0
4176;1986;f;1986f;J;Israel;United Kingdom;2;0
4177;1986;f;1986f;J;Israel;Yugoslavia;1;0
4178;1986;f;1986f;J;Luxembourg;Austria;0;0
4179;1986;f;1986f;J;Luxembourg;Belgium;10;0
4180;1986;f;1986f;J;Luxembourg;Cyprus;0;0
4181;1986;f;1986f;J;Luxembourg;Denmark;0;0
4182;1986;f;1986f;J;Luxembourg;Finland;0;0
4183;1986;f;1986f;J;Luxembourg;France;0;0
4184;1986;f;1986f;J;Luxembourg;Germany;8;0
4185;1986;f;1986f;J;Luxembourg;Iceland;0;0
4186;1986;f;1986f;J;Luxembourg;Ireland;3;0
4187;1986;f;1986f;J;Luxembourg;Israel;0;0
4188;1986;f;1986f;J;Luxembourg;Luxembourg;0;1
4189;1986;f;1986f;J;Luxembourg;Norway;0;0
4190;1986;f;1986f;J;Luxembourg;Portugal;0;0
4191;1986;f;1986f;J;Luxembourg;Spain;7;0
4192;1986;f;1986f;J;Luxembourg;Sweden;5;0
4193;1986;f;1986f;J;Luxembourg;Switzerland;12;0
4194;1986;f;1986f;J;Luxembourg;Netherlands;1;0
4195;1986;f;1986f;J;Luxembourg;Turkey;6;0
4196;1986;f;1986f;J;Luxembourg;United Kingdom;4;0
4197;1986;f;1986f;J;Luxembourg;Yugoslavia;2;0
4198;1986;f;1986f;J;Norway;Austria;0;0
4199;1986;f;1986f;J;Norway;Belgium;8;0
4200;1986;f;1986f;J;Norway;Cyprus;0;0
4201;1986;f;1986f;J;Norway;Denmark;10;0
4202;1986;f;1986f;J;Norway;Finland;0;0
4203;1986;f;1986f;J;Norway;France;3;0
4204;1986;f;1986f;J;Norway;Germany;0;0
4205;1986;f;1986f;J;Norway;Iceland;0;0
4206;1986;f;1986f;J;Norway;Ireland;2;0
4207;1986;f;1986f;J;Norway;Israel;1;0
4208;1986;f;1986f;J;Norway;Luxembourg;12;0
4209;1986;f;1986f;J;Norway;Norway;0;1
4210;1986;f;1986f;J;Norway;Portugal;4;0
4211;1986;f;1986f;J;Norway;Spain;0;0
4212;1986;f;1986f;J;Norway;Sweden;7;0
4213;1986;f;1986f;J;Norway;Switzerland;5;0
4214;1986;f;1986f;J;Norway;Netherlands;0;0
4215;1986;f;1986f;J;Norway;Turkey;0;0
4216;1986;f;1986f;J;Norway;United Kingdom;6;0
4217;1986;f;1986f;J;Norway;Yugoslavia;0;0
4218;1986;f;1986f;J;Portugal;Austria;1;0
4219;1986;f;1986f;J;Portugal;Belgium;12;0
4220;1986;f;1986f;J;Portugal;Cyprus;0;0
4221;1986;f;1986f;J;Portugal;Denmark;5;0
4222;1986;f;1986f;J;Portugal;Finland;0;0
4223;1986;f;1986f;J;Portugal;France;0;0
4224;1986;f;1986f;J;Portugal;Germany;4;0
4225;1986;f;1986f;J;Portugal;Iceland;0;0
4226;1986;f;1986f;J;Portugal;Ireland;8;0
4227;1986;f;1986f;J;Portugal;Israel;0;0
4228;1986;f;1986f;J;Portugal;Luxembourg;6;0
4229;1986;f;1986f;J;Portugal;Norway;0;0
4230;1986;f;1986f;J;Portugal;Portugal;0;1
4231;1986;f;1986f;J;Portugal;Spain;3;0
4232;1986;f;1986f;J;Portugal;Sweden;0;0
4233;1986;f;1986f;J;Portugal;Switzerland;10;0
4234;1986;f;1986f;J;Portugal;Netherlands;7;0
4235;1986;f;1986f;J;Portugal;Turkey;0;0
4236;1986;f;1986f;J;Portugal;United Kingdom;2;0
4237;1986;f;1986f;J;Portugal;Yugoslavia;0;0
4238;1986;f;1986f;J;Spain;Austria;0;0
4239;1986;f;1986f;J;Spain;Belgium;10;0
4240;1986;f;1986f;J;Spain;Cyprus;0;0
4241;1986;f;1986f;J;Spain;Denmark;5;0
4242;1986;f;1986f;J;Spain;Finland;0;0
4243;1986;f;1986f;J;Spain;France;0;0
4244;1986;f;1986f;J;Spain;Germany;0;0
4245;1986;f;1986f;J;Spain;Iceland;6;0
4246;1986;f;1986f;J;Spain;Ireland;12;0
4247;1986;f;1986f;J;Spain;Israel;0;0
4248;1986;f;1986f;J;Spain;Luxembourg;0;0
4249;1986;f;1986f;J;Spain;Norway;0;0
4250;1986;f;1986f;J;Spain;Portugal;8;0
4251;1986;f;1986f;J;Spain;Spain;0;1
4252;1986;f;1986f;J;Spain;Sweden;7;0
4253;1986;f;1986f;J;Spain;Switzerland;4;0
4254;1986;f;1986f;J;Spain;Netherlands;1;0
4255;1986;f;1986f;J;Spain;Turkey;0;0
4256;1986;f;1986f;J;Spain;United Kingdom;2;0
4257;1986;f;1986f;J;Spain;Yugoslavia;3;0
4258;1986;f;1986f;J;Sweden;Austria;0;0
4259;1986;f;1986f;J;Sweden;Belgium;6;0
4260;1986;f;1986f;J;Sweden;Cyprus;0;0
4261;1986;f;1986f;J;Sweden;Denmark;4;0
4262;1986;f;1986f;J;Sweden;Finland;0;0
4263;1986;f;1986f;J;Sweden;France;3;0
4264;1986;f;1986f;J;Sweden;Germany;5;0
4265;1986;f;1986f;J;Sweden;Iceland;2;0
4266;1986;f;1986f;J;Sweden;Ireland;7;0
4267;1986;f;1986f;J;Sweden;Israel;0;0
4268;1986;f;1986f;J;Sweden;Luxembourg;10;0
4269;1986;f;1986f;J;Sweden;Norway;0;0
4270;1986;f;1986f;J;Sweden;Portugal;0;0
4271;1986;f;1986f;J;Sweden;Spain;0;0
4272;1986;f;1986f;J;Sweden;Sweden;0;1
4273;1986;f;1986f;J;Sweden;Switzerland;12;0
4274;1986;f;1986f;J;Sweden;Netherlands;0;0
4275;1986;f;1986f;J;Sweden;Turkey;0;0
4276;1986;f;1986f;J;Sweden;United Kingdom;8;0
4277;1986;f;1986f;J;Sweden;Yugoslavia;1;0
4278;1986;f;1986f;J;Switzerland;Austria;0;0
4279;1986;f;1986f;J;Switzerland;Belgium;10;0
4280;1986;f;1986f;J;Switzerland;Cyprus;0;0
4281;1986;f;1986f;J;Switzerland;Denmark;3;0
4282;1986;f;1986f;J;Switzerland;Finland;0;0
4283;1986;f;1986f;J;Switzerland;France;7;0
4284;1986;f;1986f;J;Switzerland;Germany;0;0
4285;1986;f;1986f;J;Switzerland;Iceland;0;0
4286;1986;f;1986f;J;Switzerland;Ireland;0;0
4287;1986;f;1986f;J;Switzerland;Israel;5;0
4288;1986;f;1986f;J;Switzerland;Luxembourg;2;0
4289;1986;f;1986f;J;Switzerland;Norway;6;0
4290;1986;f;1986f;J;Switzerland;Portugal;0;0
4291;1986;f;1986f;J;Switzerland;Spain;1;0
4292;1986;f;1986f;J;Switzerland;Sweden;12;0
4293;1986;f;1986f;J;Switzerland;Switzerland;0;1
4294;1986;f;1986f;J;Switzerland;Netherlands;0;0
4295;1986;f;1986f;J;Switzerland;Turkey;8;0
4296;1986;f;1986f;J;Switzerland;United Kingdom;4;0
4297;1986;f;1986f;J;Switzerland;Yugoslavia;0;0
4298;1986;f;1986f;J;Netherlands;Austria;0;0
4299;1986;f;1986f;J;Netherlands;Belgium;10;0
4300;1986;f;1986f;J;Netherlands;Cyprus;0;0
4301;1986;f;1986f;J;Netherlands;Denmark;4;0
4302;1986;f;1986f;J;Netherlands;Finland;1;0
4303;1986;f;1986f;J;Netherlands;France;0;0
4304;1986;f;1986f;J;Netherlands;Germany;0;0
4305;1986;f;1986f;J;Netherlands;Iceland;5;0
4306;1986;f;1986f;J;Netherlands;Ireland;0;0
4307;1986;f;1986f;J;Netherlands;Israel;0;0
4308;1986;f;1986f;J;Netherlands;Luxembourg;8;0
4309;1986;f;1986f;J;Netherlands;Norway;2;0
4310;1986;f;1986f;J;Netherlands;Portugal;0;0
4311;1986;f;1986f;J;Netherlands;Spain;0;0
4312;1986;f;1986f;J;Netherlands;Sweden;3;0
4313;1986;f;1986f;J;Netherlands;Switzerland;12;0
4314;1986;f;1986f;J;Netherlands;Netherlands;0;1
4315;1986;f;1986f;J;Netherlands;Turkey;6;0
4316;1986;f;1986f;J;Netherlands;United Kingdom;0;0
4317;1986;f;1986f;J;Netherlands;Yugoslavia;7;0
4318;1986;f;1986f;J;Turkey;Austria;0;0
